,Identificador,Titulo,Data,Local,Status,Texto,Resposta
104,ID: 158346777,Bateria com defeito ,29/01/2023 às 23:22,Guarulhos - SP,Não respondida,"No dia 05/11/2022 fui em uma loja mercadocar q fica localizada na avenida marechal tito n 5699 no itaim paulista,e comprei uma bateria de 60 amperes da marca Moura eles instalaram no meu carro e após dois meses a bateria apresentou um vício oculto meu mecânico retirou a mesma e fui ate um ponto de garantias moura e fui informado q não poderiam trocar o produto pois estava com um furo na parte inferior da bateria devido a uma corrosão interna q foi indentificado por um atendente no momento em q cheguei ao local de garantia,sem ao menos fazer uma análise técnica do produto,pois já condenou no ato informando q a garantia não seria possível,pois o vício oculto ocasionou uma corrosão e formou um buraco na parte de baixo,então fui ate a loja mercado car ver se eles resolviam o meu problema,pois comprei o produto com vício oculto então eles me informaram q não poderiam fazer nada referente a isso,então acabei ficando no prejuízo e tive q comprar outra bateria.",
105,ID: 158317371,Mourafacil trocou minha bateria e travou a multimídia ,28/01/2023 às 22:20,Rio de Janeiro - RJ,Resolvido,"Efetuei a troca da minha bateria através do serviço mourafacil. O técnico trocou a bateria, fiz o pagamento e ao ligar o veículo a minha multimídia estava pedindo código anti furto. KFalamos com rapaz que fez a instalação e o mesmo relatou que o sistema iria reconfigurar sozinho, o que não foi verdade.Pesquisei na internet e verifiquei que toda a troca de bateria desses carros com multimídia devem ser feitos com auxílio de uma bateria auxiliar para que justamente não ocorram esses tipos de pane.Agora estou com um carro que não posso fazer uso da multimídia por uma falha dos senhores. Quero saber como iremos resolver isso, pois a concessionária cobra um valor para realizar o desbloqueio.",
106,ID: 158243177,Baterias Moura,27/01/2023 às 12:25,Guarulhos - SP,Respondida,"Comprei uma bateria Moura 60 ap no mercado car no   dia 25/10/2021 ,com uma garantia de 18  meses , no dia 31 de dezembro de 2022 a bateria começou a dar problemas ,então no 05 /01/2023 me dirigi ao mercado car ,lá me informaram que a troca não era na loja e me passaram um endereço da assistência, perdi um DIA de trabalho indo lá, chegando lá eles não quiseram fazer a troca e me mandaram em outro lugar onde fui informado que não seria feita a troca por que um pedacinho do polo estava danificado então abri um chamado pela Central na Moura onde fui informado que não fariam a troca e fiquei com o prejuízo de 469,90 ,tive que comprar outra bateria e tive um prejuízo maior .",
107,ID: 158241187,Bateria trocada pela segunda vez o mesmo problema ,27/01/2023 às 12:00,Nova Iguaçu - RJ,Não respondida,"Comprei a bateria de 12v pra colocar no carrinho do meu filho, esperamos descarregar e quando fomos recarregar ela não superou carga, estava como carregada mas quando ele foi andar descarregou na hora, levei na autorizada eles trocaram e agora deu o mesmo problema ",
108,ID: 158187613,Bateria não segura carga,26/01/2023 às 15:09,Contagem - MG,Não respondida,"Dia 06/01/2023, comprei  uma bateria Moura na loja ""JOÃO BATERIAS LTDA., Rua CC, 372, Bairro Alvoredo, Contagem/MG, fone******* e*******.  Bateria com problemas, trouxe  um grande transtorno, meu veículo  FIAT ARGO 1.3, 2021/2022, foi todo descxonfigurado, desde o computar do bordo, direção elétrica  e etc.  O leve em  uma Oficina Eletrica, pague a menutenção, rastreamento e são foi solucionado. O Levei à Concessionária  FIAT, em contagem, o mesmo ficou  no  período  de 18/01/2023 à 26/01/2023, neste período levei ele à Concessionária,  por duas vezes no reboque.  Fizeram varios teste e reprogramações  e nada adiantou..  Até que no dia 25/01/2023, resolveram trocar a bateria e tudo voltou ao normal.   Levei a bateria até a loja credenciada da Bateria Moura, colocaram  uma baterio usada para aguardar  o teste.   Tenho todos os documentos da concessionaria  e das oficinas  credenciadas.     Ao chegar na revenda Moura, que a bateria estava sem nehuma carga.    Aguardo retorno",
109,ID: 158156119,Bateria não segura carga,26/01/2023 às 08:59,Jundiaí - SP,Respondida,"Comprei uma bateria da marca Moura através do site onde seu parceiro em Jundiaí (Radar Baterias) faria a entrega e instalação em 22.10.21.Em 08.02.22 entrei em contato com a Radar informando que na mesma semana precisei realizar a carga da bateria por 3x, solicitei assistência ao seguro onde foi constatado que o carro não estava com problema no alternador e sim a bateria não tinha amperagem suficiente para funcionar.Passou por teste na Radar por duas semanas e não foi constatado nenhum problema.Em 23.06.22 acionei novamente a Radar informando que o problema voltou a acontecer e fui instruído a levá-la na loja para encaminharem a Moura para analise.Em 13.07.22 a bateria retornou a Radar com laudo da Moura alegando que não havia nenhum problema constatado, novamente voltei a utilizar a bateria.No espaço de tempo de agosto/22 a janeiro/23 não ocorreu mais problemas de falta de carga, isso aconteceu pois o carro passou a ser utilizado todos os dias, e anteriormente era utilizado apenas a noite durante semana e aos finais de semana.Dia 18.01.23 tive um problema com meu carro e foi pra oficina mecânica para diagnostico e conserto, dia 25.01.23 precisei retirar o carro da oficina para leva-lo a outra por conta de orçamento, porém, para minha surpresa o problema voltou a acontecer, pois o carro passou por mais de 2 dias sem ligar.Quando compramos algo de marca referencia no mercado esperamos um retorno de acordo, estou decepcionado com a marca, pois sempre fico na ""mão"" por um produto de qualidade não apresentando tanta qualidade assim. ",
110,ID: 158480631,Propaganda Enganosa,31/01/2023 às 17:28,Porto Alegre - RS,Não respondida,"Bom dia. Comprei de vocês o principal serviço de vocês e vocês não cumpriram com o lado de vocês na prestação. Me prometeram no slogan da página que minha bateria estaria instalada em 50 minutos no meu carro.Pontos:1. O sistema indicava que ele já tinha saído do local de origem, sendo que se realmente tivesse saído, em 5 minutos estava no destino.2. O colaborador da Moura chegou 51 minutos após a confirmação pela própria Moura que o pedido estava confirmado.3. Se contar o tempo de instalação, entre outras coisas, deu 1:30h.4. Estava na frente de uma oficina e poderia esperar abrir para comprar a batera e instalar, mas caí no [Editado pelo Reclame Aqui], infelizmente. Perdi uma reunião e só agora estou conseguindo chegar na frente do computador. Comecei às 7:07.Se vcs prometem e usam a métrica de tempo para vender, devem cumpri-lá, pois estão mentindo para as pessoas!",
111,ID: 158478509,"Baterias Moura, péssima assistência ",31/01/2023 às 17:02,Salvador - BA,Não respondida,"Fiz a compra de uma bateria Moura, em agosto/22, a mesma descarregou por completo, com apenas uma semana sem rodar com o carro, meu carro está com a elétrica ok, fiz a avaliação pois pensei que poderia está com fulga de energia, mas o problema era mesmo a bateria, levei pra assistência em Lauro de Freitas/BA, me deram 2 dias pra entregar, nisso já tem quase uma semana, toda hora uma desculpa, já fui na loja a qual informaram que levariam a bateria 4 vezes e nada, até o pessoal da loja falou mau da assistência, resumindo, a bateria não presta (paguei R$ 578), a assistência eh pior ainda, faz o cliente passar raiva, conselho? Corra, só tem nome.",
112,ID: 158438109,Propaganda enganosa ,31/01/2023 às 09:50,Rio de Janeiro - RJ,Não respondida,Vem aqui passar minha indignacao pela garantia da bateria moura quando em sua garantia diz se que tem 18 meses da mesma portanto minha bateria com 6 meses apresentou um defeito.defeito esse que a bateria do nada decarrega e se acaba mesmo e pelo que pide ve na garantia parecia defeito cronico pq varias pessoas estavam trocando com p mesmo defeito e foi feita a troca sem contextar nada o rapaz da garantia ..porem ela deu o mesmo problema do mesmo jeito descarrega do nada e nao carregando nem por reza enfim levei a ate garantia o gerente deu a seguinte resposta quando a bateria eh trocada ela do tem 3 meses de garantia vcs na moura nao dao uma aula basica eles de cdc quando um objeto eh trocado pela garantia ela passa ter mesma garantia legal ou seja 18 meses enfim quer dizer se a bateria der defeito em 7 dias ela passa a ter 3 meses e 7 dias de garantia aguardo rerorno caso contrario irie acionar os meios cabiveis meu carro esta parado a 10 dias e nao vou ficar no prejuizo um amigo comprou uma de menor qualidade e esta bo carro ate hj sem da defeito comprei outras nesse mesmo tempo e estao normais ddsde ja obrigado .ressaltando garantia do rj estrada do monteiro .,
113,ID: 158346777,Bateria com defeito ,29/01/2023 às 23:22,Guarulhos - SP,Não respondida,"No dia 05/11/2022 fui em uma loja mercadocar q fica localizada na avenida marechal tito n 5699 no itaim paulista,e comprei uma bateria de 60 amperes da marca Moura eles instalaram no meu carro e após dois meses a bateria apresentou um vício oculto meu mecânico retirou a mesma e fui ate um ponto de garantias moura e fui informado q não poderiam trocar o produto pois estava com um furo na parte inferior da bateria devido a uma corrosão interna q foi indentificado por um atendente no momento em q cheguei ao local de garantia,sem ao menos fazer uma análise técnica do produto,pois já condenou no ato informando q a garantia não seria possível,pois o vício oculto ocasionou uma corrosão e formou um buraco na parte de baixo,então fui ate a loja mercado car ver se eles resolviam o meu problema,pois comprei o produto com vício oculto então eles me informaram q não poderiam fazer nada referente a isso,então acabei ficando no prejuízo e tive q comprar outra bateria.",
114,ID: 158317371,Mourafacil trocou minha bateria e travou a multimídia ,28/01/2023 às 22:20,Rio de Janeiro - RJ,Resolvido,"Efetuei a troca da minha bateria através do serviço mourafacil. O técnico trocou a bateria, fiz o pagamento e ao ligar o veículo a minha multimídia estava pedindo código anti furto. KFalamos com rapaz que fez a instalação e o mesmo relatou que o sistema iria reconfigurar sozinho, o que não foi verdade.Pesquisei na internet e verifiquei que toda a troca de bateria desses carros com multimídia devem ser feitos com auxílio de uma bateria auxiliar para que justamente não ocorram esses tipos de pane.Agora estou com um carro que não posso fazer uso da multimídia por uma falha dos senhores. Quero saber como iremos resolver isso, pois a concessionária cobra um valor para realizar o desbloqueio.",
115,ID: 158243177,Baterias Moura,27/01/2023 às 12:25,Guarulhos - SP,Respondida,"Comprei uma bateria Moura 60 ap no mercado car no   dia 25/10/2021 ,com uma garantia de 18  meses , no dia 31 de dezembro de 2022 a bateria começou a dar problemas ,então no 05 /01/2023 me dirigi ao mercado car ,lá me informaram que a troca não era na loja e me passaram um endereço da assistência, perdi um DIA de trabalho indo lá, chegando lá eles não quiseram fazer a troca e me mandaram em outro lugar onde fui informado que não seria feita a troca por que um pedacinho do polo estava danificado então abri um chamado pela Central na Moura onde fui informado que não fariam a troca e fiquei com o prejuízo de 469,90 ,tive que comprar outra bateria e tive um prejuízo maior .",
116,ID: 158241187,Bateria trocada pela segunda vez o mesmo problema ,27/01/2023 às 12:00,Nova Iguaçu - RJ,Não respondida,"Comprei a bateria de 12v pra colocar no carrinho do meu filho, esperamos descarregar e quando fomos recarregar ela não superou carga, estava como carregada mas quando ele foi andar descarregou na hora, levei na autorizada eles trocaram e agora deu o mesmo problema ",
117,ID: 158187613,Bateria não segura carga,26/01/2023 às 15:09,Contagem - MG,Não respondida,"Dia 06/01/2023, comprei  uma bateria Moura na loja ""JOÃO BATERIAS LTDA., Rua CC, 372, Bairro Alvoredo, Contagem/MG, fone******* e*******.  Bateria com problemas, trouxe  um grande transtorno, meu veículo  FIAT ARGO 1.3, 2021/2022, foi todo descxonfigurado, desde o computar do bordo, direção elétrica  e etc.  O leve em  uma Oficina Eletrica, pague a menutenção, rastreamento e são foi solucionado. O Levei à Concessionária  FIAT, em contagem, o mesmo ficou  no  período  de 18/01/2023 à 26/01/2023, neste período levei ele à Concessionária,  por duas vezes no reboque.  Fizeram varios teste e reprogramações  e nada adiantou..  Até que no dia 25/01/2023, resolveram trocar a bateria e tudo voltou ao normal.   Levei a bateria até a loja credenciada da Bateria Moura, colocaram  uma baterio usada para aguardar  o teste.   Tenho todos os documentos da concessionaria  e das oficinas  credenciadas.     Ao chegar na revenda Moura, que a bateria estava sem nehuma carga.    Aguardo retorno",
118,ID: 158156119,Bateria não segura carga,26/01/2023 às 08:59,Jundiaí - SP,Respondida,"Comprei uma bateria da marca Moura através do site onde seu parceiro em Jundiaí (Radar Baterias) faria a entrega e instalação em 22.10.21.Em 08.02.22 entrei em contato com a Radar informando que na mesma semana precisei realizar a carga da bateria por 3x, solicitei assistência ao seguro onde foi constatado que o carro não estava com problema no alternador e sim a bateria não tinha amperagem suficiente para funcionar.Passou por teste na Radar por duas semanas e não foi constatado nenhum problema.Em 23.06.22 acionei novamente a Radar informando que o problema voltou a acontecer e fui instruído a levá-la na loja para encaminharem a Moura para analise.Em 13.07.22 a bateria retornou a Radar com laudo da Moura alegando que não havia nenhum problema constatado, novamente voltei a utilizar a bateria.No espaço de tempo de agosto/22 a janeiro/23 não ocorreu mais problemas de falta de carga, isso aconteceu pois o carro passou a ser utilizado todos os dias, e anteriormente era utilizado apenas a noite durante semana e aos finais de semana.Dia 18.01.23 tive um problema com meu carro e foi pra oficina mecânica para diagnostico e conserto, dia 25.01.23 precisei retirar o carro da oficina para leva-lo a outra por conta de orçamento, porém, para minha surpresa o problema voltou a acontecer, pois o carro passou por mais de 2 dias sem ligar.Quando compramos algo de marca referencia no mercado esperamos um retorno de acordo, estou decepcionado com a marca, pois sempre fico na ""mão"" por um produto de qualidade não apresentando tanta qualidade assim. ",
119,ID: 158112535,SONEGAÇÃO FISCAL,25/01/2023 às 14:06,Osasco - SP,Resolvido,"Dia 10/01/2023 comprei uma bateria automotiva no site www.mourafacil.com no valor de R$469,00, à vista logo após a instalação mas o técnico não me forneceu a nota fiscal. Foi aberto um protocolo interno na Moura de número 599855, me pediram um prazo de 5 (cinco) dias úteis para o envio. Passado o prazo e não cumprido, desde então, sempre quando eu ligo no número do site 4020-5278, seleciono a opção SOLICITAR A NOTA FISCAL (sim, eles possuem essa opção), e quando consigo atendimento, sou informado que meu caso será analisado mas nunca me enviam a nota fiscal. EXIJO MINHA NOTA FISCAL.",
